time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-10-04T05:13:54.736Z,1.8061,-77.2781,129.519,4.8,mb,89,97,1.196,0.61,us,us6000iqmd,2022-10-04T12:26:15.483Z,"Colombia",earthquake,7.91,7.175,0.025,485,reviewed,us,us
2022-10-04T04:52:13.265Z,-8.0774,120.5744,10,4.7,mb,29,52,1.737,0.65,us,us6000iqm9,2022-10-04T21:19:39.040Z,"Flores region, Indonesia",earthquake,6.41,1.895,0.137,16,reviewed,us,us
2022-10-04T04:42:38.900Z,19.398,-155.257333333333,1.92,2.7,ml,43,44,,0.1,hv,hv73166282,2022-10-05T03:00:13.420Z,"5 km SSW of Volcano, Hawaii",earthquake,0.15,0.15,0.16932977291103,16,reviewed,hv,hv
2022-10-04T04:42:09.060Z,19.4011669158936,-155.256164550781,1.36000001430511,2.75,ml,10,102,,0.119999997,hv,hv73166277,2022-10-04T04:48:28.580Z,"5 km SSW of Volcano, Hawaii",earthquake,0.31,0.540000021,0.35,16,automatic,hv,hv
2022-10-04T02:50:18.037Z,-9.9046,-78.5759,46.405,4.5,mb,22,149,2.68,0.4,us,us6000iqll,2022-10-04T04:13:42.040Z,"49 km WNW of Huarmey, Peru",earthquake,8.25,6.033,0.163,11,reviewed,us,us
2022-10-04T02:27:58.730Z,18.8803,-64.2698,7,3.63,md,10,334,0.8662,0.15,pr,pr2022277000,2022-10-04T03:35:08.237Z,"82 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,9.96,9.56,0,3,reviewed,pr,pr
2022-10-04T02:13:49.140Z,18.4206666666667,-67.5915,14.25,3.17,md,8,166,,0.13,pr,pr71374613,2022-10-04T03:06:30.040Z,"37 km WNW of Rincón, Puerto Rico",earthquake,0.74,0.5,0.0991435249704673,3,reviewed,pr,pr
2022-10-04T00:16:09.700Z,18.1726666666667,-67.8566666666667,120.65,3.42,md,15,201,,0.27,pr,pr71374598,2022-10-04T00:49:07.280Z,"66 km WSW of Stella, Puerto Rico",earthquake,2.18,1.2,0.103374302437263,11,reviewed,pr,pr
2022-10-03T23:49:59.984Z,6.8964,-76.729,30.846,4.8,mwr,87,90,1.383,0.69,us,us6000iqkx,2022-10-04T00:58:25.269Z,"13 km SE of Murindó, Colombia",earthquake,2.49,5.093,0.062,25,reviewed,us,us
2022-10-03T23:03:58.220Z,19.2011666666667,-155.385666666667,32.33,2.86,ml,51,161,,0.13,hv,hv73166012,2022-10-04T00:20:30.200Z,"9 km E of Pāhala, Hawaii",earthquake,0.41,0.54,0.194795375458628,35,reviewed,hv,hv
2022-10-03T22:08:59.770Z,17.9711,-66.9876,8,3.35,md,22,169,0.0566,0.21,pr,pr2022276002,2022-10-03T23:18:19.761Z,"6 km E of La Parguera, Puerto Rico",earthquake,0.42,0.69,0.18,21,reviewed,pr,pr
2022-10-03T21:33:38.097Z,-23.113,179.0618,529.746,4.4,mb,35,85,5.657,0.32,us,us6000iqjs,2022-10-03T22:52:38.040Z,"south of the Fiji Islands",earthquake,13.22,8.782,0.088,37,reviewed,us,us
2022-10-03T21:05:40.500Z,19.3476666666667,-155.214666666667,5.19,2.74,ml,44,62,,0.11,hv,hv73165952,2022-10-03T21:37:23.040Z,"Hawaii region, Hawaii",earthquake,0.24,0.53,0.128360225242832,29,reviewed,hv,hv
2022-10-03T20:44:03.857Z,31.73795177,-104.0951503,7.725463867,2.9,ml,47,48,0.03387616744,0.2,tx,tx2022tkaj,2022-10-04T17:38:23.031Z,"47 km W of Mentone, Texas",earthquake,0.5519483586,0.6942121622000001,0.1,7,reviewed,tx,tx
2022-10-03T20:41:46.930Z,18.4975,-64.922,22.04,3.09,md,5,250,,0.23,pr,pr71374563,2022-10-03T20:54:24.390Z,"17 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.32,2.89,0.20511162819309,5,reviewed,pr,pr
2022-10-03T20:13:34.523Z,51.6997,152.4698,415,4,mb,62,129,3.499,0.68,us,us6000iqja,2022-10-03T21:12:28.040Z,"northwest of the Kuril Islands",earthquake,12.99,9.059,0.071,54,reviewed,us,us
2022-10-03T20:05:30.041Z,-22.6018,170.658,10,4.9,mb,23,113,2.968,0.61,us,us6000iqj5,2022-10-03T21:07:10.040Z,"southeast of the Loyalty Islands",earthquake,9.29,1.894,0.122,22,reviewed,us,us
2022-10-03T19:39:59.089Z,-24.117,-66.8717,226.057,4.4,mb,26,84,1.669,0.96,us,us6000iqiy,2022-10-03T20:02:34.040Z,"57 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.45,9.728,0.203,7,reviewed,us,us
2022-10-03T18:48:49.329Z,35.9395,-97.89266667,6.37,2.8,ml,95,33,0,0.18,ok,ok2022tjwp,2022-10-06T00:41:12.695Z,"4 km SSE of Dover, Oklahoma",earthquake,,0.4,0.23,35,reviewed,ok,ok
2022-10-03T18:08:21.884Z,53.7089,-35.5109,10,5,mww,85,52,9.173,0.7,us,us6000iqid,2022-10-04T14:33:57.040Z,"Reykjanes Ridge",earthquake,8.2,1.801,0.046,46,reviewed,us,us
2022-10-03T17:13:44.226Z,4.8018,125.9602,127.152,4.5,mb,19,150,2.285,0.93,us,us6000iqhu,2022-10-03T19:32:31.040Z,"86 km SE of Sarangani, Philippines",earthquake,12.04,13.278,0.15,13,reviewed,us,us
2022-10-03T17:00:02.103Z,60.3627,-148.2414,4.9,3,ml,,,,0.36,ak,ak022coqg5qq,2022-10-03T19:24:15.040Z,"35 km NNW of Chenega, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-10-03T16:39:21.466Z,41.474,141.7676,84.99,4.4,mb,30,131,0.866,0.39,us,us6000iqfl,2022-10-03T17:18:17.040Z,"50 km ENE of Mutsu, Japan",earthquake,12.18,8.96,0.112,25,reviewed,us,us
2022-10-03T16:08:09.970Z,33.9246667,-116.9215,7.62,3.01,ml,114,20,0.04923,0.17,ci,ci40355088,2022-10-04T16:11:47.149Z,"4km W of Banning, CA",earthquake,0.1,0.38,0.148,154,reviewed,ci,ci
2022-10-03T15:24:31.035Z,40.8273,-117.0879,7.9,3.1,ml,9,110.67,0.552,0.1788,nn,nn00848420,2022-10-03T15:58:44.040Z,"Nevada",earthquake,,2.6,0.06,7,reviewed,nn,nn
2022-10-03T14:40:31.322Z,62.1903,-149.8846,42.4,2.8,ml,,,,0.56,ak,ak022coowht5,2022-10-03T15:24:09.040Z,"3 km NNW of Susitna North, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-10-03T14:21:01.384Z,31.67691285,-104.4194181,7.159887695,2.8,ml,38,56,0.02336901807,0.2,tx,tx2022tjnt,2022-10-04T18:00:20.261Z,"55 km S of Whites City, New Mexico",earthquake,0.8042997315,0.8480347389,0,7,reviewed,tx,tx
2022-10-03T14:03:30.361Z,58.5573,-141.2234,10,2.7,ml,17,246,1.593,0.1,us,us6000iqf1,2022-10-03T14:22:58.040Z,"139 km SW of Yakutat, Alaska",earthquake,6.04,2.018,0.055,44,reviewed,us,us
2022-10-03T13:14:54.392Z,-2.9509,-80.3428,47.005,4.4,mb,19,132,0.654,0.4,us,us6000iqes,2022-10-03T13:39:36.040Z,"35 km S of Playas, Ecuador",earthquake,9.2,10.361,0.162,11,reviewed,us,us
2022-10-03T10:17:57.898Z,31.67862959,-104.4030142,7.905419922,2.5,ml,15,60,0.03341806356,0.1,tx,tx2022tjft,2022-10-04T10:28:19.356Z,"western Texas",earthquake,1.529028664,1.540632471,0.1,11,reviewed,tx,tx
2022-10-03T09:59:54.910Z,17.92,-66.9345,11.7,2.57,md,9,230,,0.13,pr,pr71374428,2022-10-03T22:30:48.938Z,"6 km SSW of Guánica, Puerto Rico",earthquake,0.71,0.49,0.189830432219351,5,reviewed,pr,pr
2022-10-03T09:55:44.277Z,-22.9867,-112.0767,10,4.9,mb,66,87,16.593,0.44,us,us6000iqdu,2022-10-03T11:05:48.961Z,"Easter Island region",earthquake,12.4,1.874,0.045,154,reviewed,us,us
2022-10-03T08:42:25.750Z,19.0495,-64.2831,27,3.55,md,7,309,0.9692,0.23,pr,pr2022276001,2022-10-03T09:14:19.168Z,"96 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,1.76,15.9,0.09,4,reviewed,pr,pr
2022-10-03T08:24:33.660Z,33.8696667,-117.7646667,4.27,3.08,ml,142,19,0.04589,0.25,ci,ci40354936,2022-10-07T10:26:24.972Z,"5km ESE of Yorba Linda, CA",earthquake,0.12,0.38,0.178,196,reviewed,ci,ci
2022-10-03T08:07:54.498Z,9.901,126.0103,69.444,5,mb,86,85,2.845,0.92,us,us6000iqdi,2022-10-03T11:29:13.435Z,"3 km ENE of Libas, Philippines",earthquake,9.58,6.462,0.04,197,reviewed,us,us
2022-10-03T08:04:42.636Z,-22.7329,-70.4474,26.097,4.3,mb,50,141,0.809,0.69,us,us6000iqdh,2022-10-03T13:24:19.040Z,"Near the coast of Antofagasta, Chile",earthquake,4.12,6.547,0.093,33,reviewed,us,us
2022-10-03T07:00:39.714Z,-56.4002,-26.0345,10,5.5,mww,113,69,6.33,0.54,us,us6000iqd5,2022-10-04T14:43:31.040Z,"South Sandwich Islands region",earthquake,6.79,1.861,0.098,10,reviewed,us,us
2022-10-03T06:53:30.160Z,18.989,-64.267,26,3.76,md,21,229,0.9384,0.22,pr,pr2022276000,2022-10-04T06:53:58.040Z,"91 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,1.09,14.87,0.1,10,reviewed,pr,pr
2022-10-03T06:36:52.920Z,19.4675,-155.641166666667,2.68,2.6,ml,46,71,,0.16,hv,hv73165147,2022-10-04T06:35:41.040Z,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.51,0.198668004884444,18,reviewed,hv,hv
2022-10-03T06:33:16.220Z,19.4641666666667,-155.6445,3.68,3,ml,52,56,,0.14,hv,hv73165142,2022-10-03T13:38:30.040Z,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.26,0.4,0.204307780306209,34,reviewed,hv,hv
2022-10-03T06:31:53.300Z,17.9285,-67.077,7.43,2.74,md,13,243,,0.11,pr,pr71374368,2022-10-03T06:48:17.790Z,"6 km SSW of La Parguera, Puerto Rico",earthquake,0.53,0.26,0.0523355938819412,5,reviewed,pr,pr
2022-10-03T06:16:26.150Z,32.9686667,-115.8898333,11.76,2.71,ml,65,27,0.05681,0.24,ci,ci40354880,2022-10-04T10:22:27.040Z,"26km WSW of Westmorland, CA",earthquake,0.21,0.49,0.168,26,reviewed,ci,ci
2022-10-03T06:07:54.663Z,31.59933663,-103.9843573,7.442675781,2.8,ml,17,52,0.1386123527,0.2,tx,tx2022tixn,2022-10-03T09:24:20.960Z,"36 km NNW of Toyah, Texas",earthquake,0.9497901908,2.122219758,0.2,9,reviewed,tx,tx
2022-10-03T05:47:15.177Z,-18.828,-177.6711,609.062,4.3,mb,41,58,3.288,0.73,us,us6000iqcn,2022-10-03T09:23:24.040Z,"Fiji region",earthquake,10.83,8.556,0.102,27,reviewed,us,us
2022-10-03T05:36:53.230Z,19.182,-65.5026666666667,47.85,3.37,md,15,264,,0.27,pr,pr71374348,2022-10-03T06:08:20.480Z,"90 km NNE of Vieques, Puerto Rico",earthquake,2.77,8.49,0.0567894761742795,6,reviewed,pr,pr
2022-10-03T05:34:36.268Z,-6.4355,129.9799,127.542,4.4,mb,26,106,2.019,0.6,us,us6000iqcl,2022-10-03T06:13:32.040Z,"Banda Sea",earthquake,5.94,9.028,0.127,18,reviewed,us,us
2022-10-03T04:48:02.530Z,19.181999206543,-155.436492919922,32.6100006103516,3.15,ml,14,165,,0.159999996,hv,hv73165087,2022-10-03T07:01:02.261Z,"Island of Hawaii, Hawaii",earthquake,0.86,0.959999979,0.27,8,automatic,hv,hv
2022-10-03T04:10:49.196Z,55.546,-152.0526,12,2.5,ml,,,,0.86,ak,ak022coirxer,2022-10-03T16:33:13.485Z,"200 km SSE of Old Harbor, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2022-10-03T03:44:15.120Z,18.2773333333333,-67.0125,36.01,2.47,md,9,135,,0.19,pr,pr71374338,2022-10-03T04:03:02.190Z,"Mona Passage",earthquake,0.84,1.33,0.0751691633884362,4,reviewed,pr,pr
2022-10-03T03:12:17.640Z,18.9071666666667,-66.5221666666667,48.51,3.38,md,11,235,,0.11,pr,pr71374333,2022-10-03T03:53:39.340Z,"Puerto Rico region",earthquake,0.79,1.56,0.132865040750455,3,reviewed,pr,pr
2022-10-03T02:00:39.964Z,-8.5614,-76.0738,10,4.5,mb,28,128,3.436,0.63,us,us6000iqbk,2022-10-03T04:24:13.648Z,"44 km ESE of Uchiza, Peru",earthquake,8.51,1.924,0.131,17,reviewed,us,us
2022-10-03T01:48:49.057Z,-8.6291,-75.9229,10,4.6,mb,35,125,3.458,0.53,us,us6000iqbf,2022-10-03T02:28:36.040Z,"62 km ESE of Uchiza, Peru",earthquake,11.84,1.914,0.103,28,reviewed,us,us
2022-10-03T01:43:37.300Z,32.46276855,-102.0410156,9.048258464,3.3,ml,20,59,0.2239919605,0.1,tx,tx2022tiot,2022-10-03T21:28:58.200Z,"30 km SSW of Los Ybanez, Texas",earthquake,1.617651118,3.814218667,0.2,15,reviewed,tx,tx
2022-10-03T01:02:57.590Z,17.9796666666667,-66.9938333333333,9.8,3.08,md,23,189,,0.18,pr,pr71374313,2022-10-03T06:39:57.160Z,"5 km E of La Parguera, Puerto Rico",earthquake,0.48,0.61,0.0792384659767291,10,reviewed,pr,pr
2022-10-03T00:09:02.872Z,37.0557,-97.7986,9.611,2.5,mb_lg,36,67,0.103,0.97,us,us6000iqb4,2022-10-03T22:02:12.877Z,"7 km ESE of Bluff City, Kansas",earthquake,1.63,4.761,0.084,37,reviewed,us,us
2022-10-03T00:06:09.372Z,59.8653,-153.2062,130,2.6,ml,,,,0.42,ak,ak022cogd3ab,2022-10-03T00:28:12.040Z,"51 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-10-02T23:28:25.410Z,36.0966,70.7537,91.708,4.4,mwr,42,83,2.089,0.64,us,us6000iqb1,2022-10-02T23:59:10.040Z,"76 km NNW of Pārūn, Afghanistan",earthquake,6.7,5.917,0.078,16,reviewed,us,us
2022-10-02T23:03:08.173Z,59.4543,-154.4766,168.2,4.2,ml,,,,0.51,ak,ak022cn6i2f9,2022-10-03T04:05:26.811Z,"11 km S of Pope-Vannoy Landing, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-10-02T22:45:34.759Z,38.3831,142.5836,35,4.5,mb,22,186,2.675,0.7,us,us6000iqan,2022-10-03T01:15:19.040Z,"107 km SE of Ōfunato, Japan",earthquake,8.89,1.979,0.164,11,reviewed,us,us
2022-10-02T22:19:14.879Z,13.9925,-93.6961,10,4,mb,29,194,2.729,0.76,us,us6000iqax,2022-10-03T00:53:27.040Z,"off the coast of Chiapas, Mexico",earthquake,8.7,1.982,0.119,19,reviewed,us,us
2022-10-02T21:12:10.534Z,33.2284,92.3319,10,4.4,mb,22,58,7.086,0.64,us,us6000iqa8,2022-10-03T00:37:58.040Z,"195 km N of Nagqu, China",earthquake,11.4,1.927,0.149,13,reviewed,us,us
2022-10-02T21:08:32.280Z,35.94033333,-97.89583333,6.46,2.6,ml,99,33,0.07648499104,0.22,ok,ok2022tifr,2022-10-03T16:53:45.200Z,"4 km SSE of Dover, Oklahoma",earthquake,,0.4,0.21,33,reviewed,ok,ok
2022-10-02T21:03:01.311Z,4.6478,126.0139,71.279,4.9,mb,71,82,2.445,0.53,us,us6000iqa2,2022-10-02T23:44:58.040Z,"103 km SE of Sarangani, Philippines",earthquake,8.79,3.265,0.053,110,reviewed,us,us
2022-10-02T20:25:21.644Z,23.3819,121.4623,26.883,4.7,mww,61,96,0.152,0.36,us,us6000iq9u,2022-10-02T23:00:03.125Z,"67 km SSW of Hualien City, Taiwan",earthquake,5.49,3.535,0.098,10,reviewed,us,us
2022-10-02T20:19:38.578Z,-5.4603,129.1261,255.472,4.5,mb,60,54,3.307,0.29,us,us6000iq9t,2022-10-02T21:00:45.040Z,"221 km SSE of Ambon, Indonesia",earthquake,7.75,7.301,0.075,54,reviewed,us,us
2022-10-02T20:13:14.432Z,69.2732,-164.7422,0,3.1,ml,,,,0.68,ak,ak022cn4rxbn,2022-10-02T21:08:58.040Z,"85 km SW of Point Lay, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-10-02T19:07:35.388Z,-14.5866,167.2675,163.477,4.6,mb,53,89,0.858,0.47,us,us6000iq9g,2022-10-02T20:07:14.040Z,"54 km NNE of Port-Olry, Vanuatu",earthquake,11.2,6.229,0.083,46,reviewed,us,us
2022-10-02T19:00:22.246Z,23.5136,-108.8981,10,5.6,mww,52,129,0.975,0.47,us,us6000iq9e,2022-10-04T19:34:18.910Z,"70 km E of La Rivera, Mexico",earthquake,7.35,1.86,0.055,32,reviewed,us,us
2022-10-02T18:31:15.942Z,16.9869,147.1585,10.518,5.4,mb,81,80,20.054,0.61,us,us6000iq97,2022-10-03T18:34:42.371Z,"247 km NE of Saipan, Northern Mariana Islands",earthquake,10.33,4.747,0.027,465,reviewed,us,us
2022-10-02T18:27:30.293Z,17.0279,147.2149,28.252,4.8,mb,57,98,20.383,0.42,us,us6000iq9d,2022-10-02T19:17:47.040Z,"254 km NE of Saipan, Northern Mariana Islands",earthquake,11.45,4.351,0.059,94,reviewed,us,us
2022-10-02T18:23:23.963Z,58.3313,-133.3257,0,2.7,ml,,,,1.36,ak,ak022cn3n80m,2022-10-02T18:45:49.040Z,"64 km E of Juneau, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-10-02T18:17:53.825Z,9.9154,125.9139,95.249,4.4,mb,63,75,2.847,0.43,us,us6000iq93,2022-10-02T18:53:20.040Z,"7 km NW of Del Carmen, Surigao del Norte, Philippines",earthquake,8.17,6.696,0.082,46,reviewed,us,us
2022-10-02T17:49:39.582Z,38.3298,113.723,10,4.7,mb,77,42,10.7,0.56,us,us6000iq8z,2022-10-02T18:46:17.244Z,"44 km NW of Tianchang, China",earthquake,4.02,1.857,0.056,98,reviewed,us,us
2022-10-02T16:09:24.207Z,53.9069,-35.2212,10,4.6,mb,87,91,9.097,0.68,us,us6000iq8t,2022-10-02T17:07:30.040Z,"Reykjanes Ridge",earthquake,8.08,1.733,0.056,98,reviewed,us,us
2022-10-02T16:01:06.881Z,9.6606,127.0752,10,4.5,mb,28,74,2.97,0.49,us,us6000iq8m,2022-10-02T16:55:11.154Z,"105 km ENE of Cortes, Philippines",earthquake,9.47,1.809,0.127,21,reviewed,us,us
2022-10-02T14:05:17.859Z,35.93916667,-97.8935,6.42,2.57,ml,99,33,0,0.18,ok,ok2022thrs,2022-10-03T16:21:38.719Z,"4 km SSE of Dover, Oklahoma",earthquake,,0.4,0.21,37,reviewed,ok,ok
2022-10-02T13:25:29.945Z,26.7882,126.56,10.07,4.8,mb,34,56,1.531,0.35,us,us6000iq7w,2022-10-02T20:11:14.062Z,"128 km WNW of Naha, Japan",earthquake,4.81,4.633,0.109,29,reviewed,us,us
2022-10-02T13:24:13.287Z,37.2429,70.408,15.887,4.5,mb,22,71,0.178,0.77,us,us6000iq7v,2022-10-02T13:50:00.040Z,"20 km NW of Fayzabad, Afghanistan",earthquake,5.61,4.995,0.156,14,reviewed,us,us
2022-10-02T13:05:41.125Z,-57.7677,-25.4095,35,5.7,mww,54,70,7.121,0.38,us,us6000iq75,2022-10-04T15:08:58.040Z,"South Sandwich Islands region",earthquake,10.02,1.649,0.071,19,reviewed,us,us
2022-10-02T12:46:11.593Z,58.3515,-133.2924,0,2.6,ml,,,,1.05,ak,ak022cn07iw7,2022-10-02T12:52:37.040Z,"66 km E of Juneau, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-10-02T11:18:59.909Z,35.94183333,-97.89383333,6.48,2.52,ml,101,48,0,0.2,ok,ok2022thmg,2022-10-03T15:57:04.813Z,"4 km SSE of Dover, Oklahoma",earthquake,,0.4,0.21,32,reviewed,ok,ok
2022-10-02T10:58:04.113Z,37.0644,28.9129,10,4.7,mb,68,42,0.858,0.72,us,us6000iq6f,2022-10-02T16:20:17.259Z,"28 km NNE of Ortaca, Turkey",earthquake,4.44,1.87,0.052,114,reviewed,us,us
2022-10-02T10:36:37.853Z,-21.0894,-68.7296,144.443,4.1,mb,30,66,0.709,0.68,us,us6000iq6c,2022-10-02T10:56:13.040Z,"Tarapaca, Chile",earthquake,6.47,6.722,0.131,16,reviewed,us,us
2022-10-02T10:03:19.070Z,17.9465,-66.499,11.46,2.6,md,17,117,,0.28,pr,pr71374208,2022-10-02T10:19:24.630Z,"Puerto Rico region",earthquake,0.43,0.51,0.175414276713425,9,reviewed,pr,pr
2022-10-02T09:55:39.035Z,-7.3324,120.2688,371.909,4.4,mb,43,53,2.341,0.62,us,us6000iq64,2022-10-02T10:14:24.040Z,"135 km NNE of Labuan Bajo, Indonesia",earthquake,8.68,7.804,0.101,28,reviewed,us,us
2022-10-02T09:40:03.510Z,17.9131666666667,-66.9341666666667,11.4,2.45,md,7,236,,0.13,pr,pr71374198,2022-10-02T09:52:39.190Z,"7 km SSW of Guánica, Puerto Rico",earthquake,0.77,0.61,0.129973196045497,3,reviewed,pr,pr
2022-10-02T08:56:50.801Z,58.3415,-133.2888,0,2.8,ml,,,,1.14,ak,ak022cmxw0ns,2022-10-02T10:33:55.040Z,"66 km E of Juneau, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-10-02T07:33:05.330Z,17.9468333333333,-66.964,13.02,2.57,md,8,224,,0.07,pr,pr71374183,2022-10-02T07:46:00.540Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.56,0.35,0.077766932381248,4,reviewed,pr,pr
2022-10-02T07:32:25.361Z,-37.9565,77.8784,10,5.5,mww,74,45,0.292,0.72,us,us6000iq5f,2022-10-04T15:02:17.040Z,"Mid-Indian Ridge",earthquake,2.36,1.876,0.098,10,reviewed,us,us
2022-10-02T04:59:17.450Z,58.3433,-133.289,0,2.7,ml,,,,1.16,ak,ak022cmviutd,2022-10-02T05:14:56.040Z,"66 km E of Juneau, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-10-02T04:37:11.290Z,18.0028333333333,-66.8448333333333,14.65,2.78,md,9,149,,0.11,pr,pr71374158,2022-10-02T05:19:00.580Z,"Puerto Rico region",earthquake,0.48,0.38,0.0969021800910532,5,reviewed,pr,pr
2022-10-02T04:04:00.959Z,34.2312,26.0942,10,5.4,mww,106,52,1.447,0.85,us,us6000iq4q,2022-10-03T04:07:17.864Z,"92 km SSE of Ierápetra, Greece",earthquake,5.96,1.61,0.046,45,reviewed,us,us
2022-10-02T03:47:16.982Z,23.8952,122.5776,28.36,4.7,mb,24,131,0.694,0.61,us,us6000iq4p,2022-10-02T04:08:45.040Z,"Taiwan region",earthquake,6.15,5.818,0.083,44,reviewed,us,us
2022-10-02T03:26:04.300Z,17.9491666666667,-66.5081666666667,11.47,3.09,md,13,109,,0.08,pr,pr71374153,2022-10-02T12:40:59.963Z,"4 km SSW of Potala Pastillo, Puerto Rico",earthquake,0.21,0.26,0.0723938567932982,4,reviewed,pr,pr
2022-10-02T02:14:39.774Z,16.9747,147.1025,19.826,5.5,mww,95,52,19.353,0.85,us,us6000iq47,2022-10-07T02:24:46.981Z,"242 km NE of Saipan, Northern Mariana Islands",earthquake,10.81,4.324,0.098,10,reviewed,us,us
2022-10-02T01:35:36.781Z,1.5865,128.2322,82.063,5,mb,48,105,1.185,0.66,us,us6000iq43,2022-10-02T01:59:55.040Z,"29 km ESE of Tobelo, Indonesia",earthquake,9.53,6.639,0.057,100,reviewed,us,us
2022-10-02T00:16:23.952Z,-19.689,-69.545,99.503,4.2,mb,23,97,0.331,0.7,us,us6000iq3s,2022-10-02T04:00:10.721Z,"85 km NE of Iquique, Chile",earthquake,4.85,5.254,0.158,11,reviewed,us,us
2022-10-01T23:50:15.010Z,19.4281666666667,-155.618333333333,-0.74,2.99,ml,44,78,,0.19,hv,hv73163467,2022-10-04T03:25:54.350Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.21,0.33,0.169824862919212,39,reviewed,hv,hv
2022-10-01T23:41:28.811Z,-15.0411,-172.1303,5,4.9,mb,45,111,1.175,0.75,us,us6000iq3n,2022-10-02T00:17:19.040Z,"121 km SSW of Lotofagā, Samoa",earthquake,6.9,1.858,0.092,37,reviewed,us,us
2022-10-01T22:39:31.682Z,-57.9444,-25.5583,45.111,4.6,mb,31,87,7.125,1.12,us,us6000iq36,2022-10-01T22:57:43.040Z,"South Sandwich Islands region",earthquake,11.67,8.845,0.102,29,reviewed,us,us
2022-10-01T22:37:55.362Z,58.3393,-133.2885,0,2.9,ml,,,,0.6,ak,ak022clikods,2022-10-01T22:47:45.040Z,"66 km E of Juneau, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-10-01T21:24:17.856Z,-5.3363,133.76,34.588,4.4,mb,23,84,2.835,0.69,us,us6000iq2r,2022-10-01T21:47:45.040Z,"Kepulauan Kai, Indonesia",earthquake,5.68,6.44,0.155,12,reviewed,us,us
2022-10-01T20:39:18.440Z,44.7488333,-111.1135,13.58,2.77,ml,24,62,0.04759,0.14,uu,uu60518737,2022-10-03T16:27:32.490Z,"6 km ESE of Hebgen Lake Estates, Montana",earthquake,0.36,0.61,0.299,8,reviewed,uu,uu
2022-10-01T19:41:35.962Z,-6.7268,129.9287,127.212,4.6,mb,35,68,1.845,1,us,us6000iq2c,2022-10-01T20:01:15.040Z,"Banda Sea",earthquake,8.77,8.42,0.095,33,reviewed,us,us
2022-10-01T19:35:24.900Z,-24.9307,179.8711,497.323,4.5,mb,35,137,5.881,1.05,us,us6000iq2b,2022-10-01T21:28:51.040Z,"south of the Fiji Islands",earthquake,14.75,9.362,0.106,26,reviewed,us,us
2022-10-01T18:46:52.330Z,-5.8381,149.5523,10,4.5,mb,17,204,4.264,0.65,us,us6000iq21,2022-10-01T20:40:53.040Z,"40 km N of Kandrian, Papua New Guinea",earthquake,7.91,1.986,0.163,12,reviewed,us,us
2022-10-01T18:15:47.837Z,51.6901,-178.7313,16.09,3,ml,15,118,0.075,0.43,us,us6000iqb2,2022-10-04T17:23:09.040Z,"146 km W of Adak, Alaska",earthquake,2.03,1.651,0.105,12,reviewed,us,us
2022-10-01T17:31:44.154Z,18.5695,-69.1305,118.541,4.7,mb,154,54,0.713,0.66,us,us6000iq18,2022-10-04T06:09:27.308Z,"Dominican Republic",earthquake,6.84,5.257,0.026,447,reviewed,us,us
2022-10-01T17:09:26.543Z,54.0825,-166.8554,102.269,3.2,ml,29,193,0.224,0.35,us,us6000iq1u,2022-10-01T19:13:14.040Z,"29 km NW of Dutch Harbor, Alaska",earthquake,12.34,15.714,0.085,18,reviewed,us,us
2022-10-01T16:36:49.752Z,15.0124,-94.0321,22.482,5.5,mww,215,87,2.22,0.91,us,us6000iq0y,2022-10-04T17:21:56.886Z,"100 km SSW of Manuel Ávila Camacho (Ponte Duro), Mexico",earthquake,5.07,3.923,0.06,27,reviewed,us,us
2022-10-01T16:19:26.142Z,16.9958,147.1314,34.92,4.7,mb,81,69,20.379,0.54,us,us6000iq0z,2022-10-04T16:58:23.040Z,"246 km NE of Saipan, Northern Mariana Islands",earthquake,7.63,4.631,0.066,74,reviewed,us,us
2022-10-01T16:11:24.780Z,19.2365,-155.386166666667,32.42,2.97,ml,51,144,,0.12,hv,hv73162857,2022-10-05T23:56:07.728Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.43,0.49,0.23147011725433,34,reviewed,hv,hv
